time,speechWorkload,overall
0,0.0,nl
1,0.0,nl
2,0.0,nl
3,0.0,nl
4,0.0,nl
5,0.0,nl
6,0.0,nl
7,0.0,nl
8,0.0,nl
9,0.0,nl
10,0.0,nl
11,0.0,nl
12,0.0,nl
13,0.0,nl
14,0.0,nl
15,0.0,nl
16,0.0,nl
17,0.0,nl
18,0.0,nl
19,0.0,nl
20,0.0,nl
21,0.0,nl
22,0.0,nl
23,0.0,nl
24,0.0,nl
25,0.0,ol
26,0.0,ol
27,0.0,ol
28,0.0,ol
29,0.0,ol
30,0.0,ol
31,0.0,nl
32,0.0,nl
33,0.0,nl
34,0.0,nl
35,0.0,nl
36,0.0,nl
37,0.0,nl
38,0.0,nl
39,0.0,nl
40,0.0,nl
41,0.0,ol
42,0.0,ol
43,0.0,ol
44,0.0,ol
45,0.13333334028720856,nl
46,0.13333334028720856,nl
47,0.13333334028720856,nl
48,0.13333334028720856,nl
49,0.13333334028720856,nl
50,0.13333334028720856,nl
51,0.9333333373069764,ol
52,0.9333333373069764,ol
53,0.9333333373069764,ol
54,0.9333333373069764,ol
55,1.3333333730697632,nl
56,1.3333333730697632,nl
57,1.3333333730697632,nl
58,1.3333333730697632,nl
59,1.3333333730697632,nl
60,1.3333333730697632,nl
61,1.3333333730697632,nl
62,1.3333333730697632,nl
63,1.3333333730697632,nl
64,1.3333333730697632,nl
65,1.3333333730697632,nl
66,1.3333333730697632,nl
67,1.3333333730697632,nl
68,1.3333333730697632,nl
69,1.3333333730697632,nl
70,1.3333333730697632,nl
71,1.3333333730697632,nl
72,1.3333333730697632,nl
73,1.3333333730697632,nl
74,1.3333333730697632,nl
75,1.3333333730697632,nl
76,1.4666666984558103,nl
77,1.4666666984558103,nl
78,1.4666666984558103,nl
79,1.4666666984558103,nl
80,1.4666666984558103,nl
81,1.4666666984558103,nl
82,1.4666666984558103,nl
83,1.4666666984558103,nl
84,1.4666666984558103,nl
85,1.4666666984558103,nl
86,1.3333333730697632,nl
87,1.3333333730697632,nl
88,1.3333333730697632,nl
89,1.3333333730697632,nl
90,1.3333333730697632,nl
91,1.3333333730697632,ol
92,1.3333333730697632,ol
93,1.3333333730697632,ol
94,1.3333333730697632,ol
95,1.3333333730697632,ol
96,1.3333333730697632,ol
97,1.3333333730697632,ol
98,1.3333333730697632,ol
99,1.3333333730697632,ol
100,1.3333333730697632,ol
101,1.3333333730697632,nl
