time,speechWorkload,overall
0,0.0,nl
1,0.0,nl
2,0.0,nl
3,0.0,nl
4,0.0,nl
5,0.0,ol
6,0.0,ol
7,0.0,ol
8,0.0,ol
9,0.0,ol
10,0.0,nl
11,0.0,nl
12,0.0,nl
13,0.0,nl
14,0.0,nl
15,0.0,nl
16,0.0,nl
17,0.0,nl
18,0.0,nl
19,0.0,nl
20,0.0,nl
21,0.0,nl
22,0.0,nl
23,0.0,nl
24,0.0,nl
25,0.0,nl
26,0.0,nl
27,0.0,nl
28,0.0,nl
29,0.0,nl
30,0.0,nl
31,0.0,nl
32,0.0,nl
33,0.0,nl
34,0.0,nl
35,0.0,ul
36,0.0,ul
37,0.0,ul
38,0.0,ul
39,0.0,ul
40,0.0,ul
41,0.0,ul
42,0.0,ul
43,0.0,ul
44,0.0,ul
45,0.0,ul
46,0.0,ul
47,0.0,ul
48,0.0,ul
49,0.0,ul
50,0.0,ul
51,0.0,ul
52,0.0,ul
53,0.0,ul
54,0.0,ul
55,0.0,ul
56,0.0,ul
57,0.0,ul
58,0.0,ul
59,0.0,ul
60,0.0,ul
61,0.0,ul
62,0.0,ul
63,0.0,ul
64,0.0,ul
65,0.0,ul
66,0.0,ul
67,0.0,ul
68,0.0,ul
69,0.0,ul
70,0.0,ul
71,0.0,ul
72,0.0,ul
73,0.0,ul
74,0.0,ul
75,0.0,ul
76,0.0,ul
77,0.0,ul
78,0.0,ul
79,0.0,ul
80,0.0,nl
81,0.0,nl
82,0.0,nl
83,0.0,nl
84,0.0,nl
85,0.0,ul
86,0.0,ul
87,0.0,ul
88,0.0,ul
89,0.0,ul
90,0.0,nl
91,0.0,nl
92,0.0,nl
93,0.0,nl
94,0.0,nl
95,0.0,ul
96,0.0,ul
97,0.0,ul
98,0.0,ul
99,0.0,ul
100,0.0,nl
101,0.0,nl
102,0.0,nl
103,0.0,nl
104,0.0,nl
105,0.0,nl
106,0.0,nl
107,0.0,nl
108,0.0,nl
109,0.0,nl
110,0.0,nl
111,0.0,nl
112,0.0,nl
113,0.0,nl
114,0.0,nl
115,0.0,ol
116,0.0,ol
117,0.0,ol
118,0.0,ol
119,0.0,ol
120,0.0,ol
121,0.0,ol
122,0.0,ol
123,0.0,ol
124,0.0,ol
125,0.0,ol
126,0.0,ol
127,0.0,ol
128,0.0,ol
129,0.0,ol
130,0.0,nl
131,0.0,nl
132,0.0,nl
133,0.0,nl
