time,speechWorkload,overall
0,0.0,ul
1,0.0,ul
2,0.0,ul
3,0.0,ul
4,0.0,ul
5,0.0,ul
6,0.0,ul
7,0.0,ul
8,0.0,ul
9,0.0,ul
10,0.0,ul
11,0.0,nl
12,0.0,nl
13,0.0,nl
14,0.0,nl
15,0.0,nl
16,0.0,nl
17,0.0,nl
18,0.0,nl
19,0.0,nl
20,0.0,nl
21,0.0,nl
22,0.0,nl
23,0.0,nl
24,0.0,nl
25,0.0,nl
26,0.0,nl
27,0.0,nl
28,0.0,nl
29,0.0,nl
30,0.0,nl
31,0.0,nl
32,0.0,nl
33,0.0,nl
34,0.0,nl
35,0.0,nl
36,0.0,nl
37,0.0,nl
38,0.0,nl
39,0.0,nl
40,0.0,nl
41,0.0,nl
42,0.0,nl
43,0.0,nl
44,0.0,nl
45,0.0,nl
46,0.13333334028720856,nl
47,0.13333334028720856,nl
48,0.13333334028720856,nl
49,0.13333334028720856,nl
50,0.8000000119209291,nl
51,0.8000000119209291,nl
52,0.8000000119209291,nl
53,0.8000000119209291,nl
54,0.8000000119209291,nl
55,0.8000000119209291,nl
56,1.3333333730697632,nl
57,1.3333333730697632,nl
58,1.3333333730697632,nl
59,1.3333333730697632,nl
60,1.3333333730697632,nl
61,1.3333333730697632,nl
62,1.3333333730697632,nl
63,1.3333333730697632,nl
64,1.3333333730697632,nl
65,1.3333333730697632,nl
66,1.3333333730697632,nl
67,1.3333333730697632,nl
68,1.3333333730697632,nl
69,1.3333333730697632,nl
70,1.3333333730697632,nl
71,1.3333333730697632,nl
72,1.3333333730697632,nl
73,1.3333333730697632,nl
74,1.3333333730697632,nl
75,1.4666666984558103,nl
76,1.4666666984558103,nl
77,1.4666666984558103,nl
78,1.4666666984558103,nl
79,1.4666666984558103,nl
80,1.4666666984558103,nl
81,1.4666666984558103,nl
82,1.4666666984558103,nl
83,1.4666666984558103,nl
84,1.4666666984558103,nl
85,1.4666666984558103,nl
86,1.3333333730697632,nl
87,1.3333333730697632,nl
88,1.3333333730697632,nl
89,1.3333333730697632,nl
90,1.3333333730697632,nl
91,1.3333333730697632,nl
92,1.3333333730697632,nl
93,1.3333333730697632,nl
94,1.3333333730697632,nl
95,1.3333333730697632,nl
96,1.3333333730697632,nl
97,1.3333333730697632,nl
98,1.3333333730697632,nl
99,1.3333333730697632,nl
100,1.3333333730697632,nl
101,1.3333333730697632,nl
102,1.3333333730697632,nl
103,1.3333333730697632,nl
104,1.3333333730697632,nl
105,1.3333333730697632,nl
106,1.2000000476837158,nl
107,1.2000000476837158,nl
108,1.2000000476837158,nl
109,1.2000000476837158,nl
110,1.2000000476837158,nl
111,1.2000000476837158,nl
112,1.2000000476837158,nl
113,1.2000000476837158,nl
114,1.2000000476837158,nl
115,1.2000000476837158,nl
116,1.3333333730697632,nl
117,1.3333333730697632,nl
118,1.3333333730697632,nl
119,1.3333333730697632,nl
120,1.3333333730697632,nl
121,1.3333333730697632,nl
122,1.3333333730697632,nl
123,1.3333333730697632,nl
124,1.3333333730697632,nl
125,1.3333333730697632,nl
126,1.3333333730697632,nl
127,1.3333333730697632,nl
128,1.3333333730697632,nl
129,1.3333333730697632,nl
130,1.3333333730697632,nl
131,1.3333333730697632,nl
132,1.3333333730697632,nl
133,1.3333333730697632,nl
134,1.3333333730697632,nl
135,1.3333333730697632,nl
136,1.2000000476837158,ul
