time,speechWorkload,overall
0,0.0,nl
1,0.0,nl
2,0.0,nl
3,0.0,nl
4,0.0,nl
5,0.0,nl
6,0.0,nl
7,0.0,nl
8,0.0,nl
9,0.0,nl
10,0.0,nl
11,0.0,nl
12,0.0,nl
13,0.0,nl
14,0.0,nl
15,0.0,nl
16,0.0,ol
17,0.0,ol
18,0.0,ol
19,0.0,ol
20,0.0,nl
21,0.0,nl
22,0.0,nl
23,0.0,nl
24,0.0,nl
25,0.0,nl
26,0.0,nl
27,0.0,nl
28,0.0,nl
29,0.0,nl
30,0.0,nl
31,0.0,ol
32,0.0,ol
33,0.0,ol
34,0.0,ol
35,0.0,ol
36,0.6666666865348816,ol
37,0.6666666865348816,ol
38,0.6666666865348816,ol
39,0.6666666865348816,ol
40,1.2000000476837158,ol
41,1.2000000476837158,ol
42,1.2000000476837158,ol
43,1.2000000476837158,ol
44,1.2000000476837158,ol
45,1.2000000476837158,ol
46,1.3333333730697632,ol
47,1.3333333730697632,ol
48,1.3333333730697632,ol
49,1.3333333730697632,ol
50,1.3333333730697632,ol
51,1.6000000238418581,ol
52,1.6000000238418581,ol
53,1.6000000238418581,ol
54,1.6000000238418581,ol
55,1.6000000238418581,ol
56,2.400000095367432,ol
57,2.400000095367432,ol
58,2.400000095367432,ol
59,2.400000095367432,ol
60,2.400000095367432,ol
61,2.6666667461395264,ol
62,2.6666667461395264,ol
63,2.6666667461395264,ol
64,2.6666667461395264,ol
65,2.6666667461395264,ol
66,2.6666667461395264,ol
67,2.6666667461395264,ol
68,2.6666667461395264,ol
69,2.6666667461395264,ol
70,2.6666667461395264,ol
71,2.6666667461395264,ol
72,2.6666667461395264,ol
73,2.6666667461395264,ol
74,2.6666667461395264,ol
75,2.6666667461395264,ol
76,2.6666667461395264,ol
77,2.6666667461395264,ol
78,2.6666667461395264,ol
79,2.6666667461395264,ol
80,2.6666667461395264,ol
81,2.933333396911621,nl
82,2.933333396911621,nl
83,2.933333396911621,nl
84,2.933333396911621,nl
85,2.933333396911621,nl
86,2.933333396911621,ol
87,2.933333396911621,ol
88,2.933333396911621,ol
89,2.933333396911621,ol
90,2.933333396911621,ol
91,2.799999952316284,ol
92,2.799999952316284,ol
93,2.799999952316284,ol
94,2.799999952316284,ol
95,2.799999952316284,ol
96,2.799999952316284,ol
97,2.799999952316284,ol
98,2.799999952316284,ol
99,2.799999952316284,ol
100,2.799999952316284,ol
