time,speechWorkload,overall
0,0.0,ol
1,0.0,ol
2,0.0,ol
3,0.0,ol
4,0.0,ol
5,0.0,ol
6,0.0,nl
7,0.0,nl
8,0.0,nl
9,0.0,nl
10,0.0,nl
11,0.0,nl
12,0.0,nl
13,0.0,nl
14,0.0,nl
15,0.0,nl
16,0.0,nl
17,0.0,nl
18,0.0,nl
19,0.0,nl
20,0.0,nl
21,0.0,nl
22,0.0,nl
23,0.0,nl
24,0.0,nl
25,0.0,nl
26,0.0,nl
27,0.0,nl
28,0.0,nl
29,0.0,nl
30,0.0,nl
31,0.0,ol
32,0.0,ol
33,0.0,ol
34,0.0,ol
35,0.0,ol
36,0.0,ol
37,0.0,ol
38,0.0,ol
39,0.0,ol
40,0.0,ol
41,0.0,ol
42,0.0,ol
43,0.0,ol
44,0.0,ol
45,0.0,ol
46,0.13333334028720856,ol
47,0.13333334028720856,ol
48,0.13333334028720856,ol
49,0.13333334028720856,ol
50,0.13333334028720856,ol
51,0.8000000119209291,ol
52,0.8000000119209291,ol
53,0.8000000119209291,ol
54,0.8000000119209291,ol
55,0.8000000119209291,ol
56,1.3333333730697632,ol
57,1.3333333730697632,ol
58,1.3333333730697632,ol
59,1.3333333730697632,ol
60,1.3333333730697632,ol
61,1.3333333730697632,ol
62,1.3333333730697632,ol
63,1.3333333730697632,ol
64,1.3333333730697632,ol
65,1.3333333730697632,ol
66,1.3333333730697632,ol
67,1.3333333730697632,ol
68,1.3333333730697632,ol
69,1.3333333730697632,ol
70,1.3333333730697632,ol
71,1.3333333730697632,nl
72,1.3333333730697632,nl
73,1.3333333730697632,nl
74,1.3333333730697632,nl
75,1.3333333730697632,nl
76,1.4666666984558103,ol
77,1.4666666984558103,ol
78,1.4666666984558103,ol
79,1.4666666984558103,ol
80,1.4666666984558103,ol
81,1.4666666984558103,ol
82,1.4666666984558103,ol
83,1.4666666984558103,ol
84,1.4666666984558103,ol
85,1.4666666984558103,ol
86,1.3333333730697632,nl
87,1.3333333730697632,nl
88,1.3333333730697632,nl
89,1.3333333730697632,nl
90,1.3333333730697632,nl
91,1.3333333730697632,ol
92,1.3333333730697632,ol
93,1.3333333730697632,ol
94,1.3333333730697632,ol
95,1.3333333730697632,ol
96,1.3333333730697632,ol
97,1.3333333730697632,ol
98,1.3333333730697632,ol
99,1.3333333730697632,ol
100,1.3333333730697632,ol
101,1.3333333730697632,ol
102,1.3333333730697632,ol
103,1.3333333730697632,ol
104,1.3333333730697632,ol
105,1.3333333730697632,ol
106,1.2000000476837158,ol
107,1.2000000476837158,ol
108,1.2000000476837158,ol
109,1.2000000476837158,ol
110,1.2000000476837158,ol
111,1.2000000476837158,ol
112,1.2000000476837158,ol
113,1.2000000476837158,ol
114,1.2000000476837158,ol
115,1.3333333730697632,ol
116,1.3333333730697632,ol
117,1.3333333730697632,ol
118,1.3333333730697632,ol
119,1.3333333730697632,ol
120,1.3333333730697632,ol
121,1.3333333730697632,nl
122,1.3333333730697632,nl
123,1.3333333730697632,nl
124,1.3333333730697632,nl
125,1.3333333730697632,nl
126,1.3333333730697632,ol
127,1.3333333730697632,ol
128,1.3333333730697632,ol
129,1.3333333730697632,ol
130,1.3333333730697632,ol
131,1.3333333730697632,nl
132,1.3333333730697632,nl
133,1.3333333730697632,nl
134,1.3333333730697632,nl
135,1.2000000476837158,nl
136,1.2000000476837158,nl
137,1.2000000476837158,nl
138,1.2000000476837158,nl
139,1.2000000476837158,nl
140,1.2000000476837158,nl
141,0.5333333611488342,ol
142,0.5333333611488342,ol
143,0.5333333611488342,ol
144,0.5333333611488342,ol
145,0.5333333611488342,ol
146,0.0,nl
147,0.0,nl
148,0.0,nl
149,0.0,nl
150,0.0,nl
151,0.0,nl
152,0.0,nl
153,0.0,nl
154,0.0,nl
155,0.0,nl
156,0.0,ol
157,0.0,ol
158,0.0,ol
159,0.0,ol
160,0.0,ol
161,0.0,nl
162,0.0,nl
163,0.0,nl
164,0.0,nl
165,0.0,nl
166,0.0,nl
167,0.0,nl
168,0.0,nl
169,0.0,nl
170,0.0,nl
171,0.4000000059604645,ol
172,0.4000000059604645,ol
173,0.4000000059604645,ol
174,0.4000000059604645,ol
175,0.4000000059604645,ol
176,1.0666667222976685,nl
177,1.0666667222976685,nl
178,1.0666667222976685,nl
179,1.0666667222976685,nl
180,1.0666667222976685,nl
181,1.3333333730697632,nl
182,1.3333333730697632,nl
183,1.3333333730697632,nl
184,1.3333333730697632,nl
185,1.3333333730697632,nl
186,1.3333333730697632,ol
187,1.3333333730697632,ol
188,1.3333333730697632,ol
189,1.3333333730697632,ol
190,1.3333333730697632,ol
191,1.3333333730697632,ol
192,1.3333333730697632,ol
193,1.3333333730697632,ol
194,1.3333333730697632,ol
195,1.3333333730697632,ol
196,1.3333333730697632,nl
197,1.3333333730697632,nl
198,1.3333333730697632,nl
199,1.3333333730697632,nl
200,1.3333333730697632,nl
201,0.9333333373069764,nl
202,0.9333333373069764,nl
203,0.9333333373069764,nl
204,0.9333333373069764,nl
205,0.9333333373069764,nl
206,0.2666666805744171,nl
207,0.2666666805744171,nl
208,0.2666666805744171,nl
209,0.2666666805744171,nl
210,0.2666666805744171,nl
211,0.0,nl
212,0.0,nl
213,0.0,nl
214,0.0,nl
215,0.0,nl
216,0.0,nl
217,0.0,nl
218,0.0,nl
219,0.0,nl
220,0.0,nl
221,0.0,nl
222,0.0,nl
223,0.0,nl
224,0.0,nl
225,0.0,nl
226,0.0,ol
227,0.0,ol
228,0.0,ol
229,0.0,ol
230,0.0,ol
231,0.0,nl
232,0.0,nl
233,0.0,nl
234,0.0,nl
235,0.0,nl
236,0.0,nl
237,0.0,nl
238,0.0,nl
239,0.0,nl
240,0.0,nl
241,0.0,nl
242,0.0,nl
243,0.0,nl
244,0.0,nl
245,0.0,nl
246,0.0,nl
247,0.0,nl
248,0.0,nl
249,0.0,nl
250,0.0,nl
251,0.0,nl
252,0.0,nl
253,0.0,nl
254,0.0,nl
255,0.0,nl
256,0.0,nl
257,0.0,nl
258,0.0,nl
259,0.0,nl
260,0.0,nl
261,0.0,nl
262,0.0,nl
263,0.0,nl
264,0.0,nl
265,0.0,nl
266,0.0,nl
267,0.0,nl
268,0.0,nl
269,0.0,nl
270,0.0,nl
271,0.0,nl
272,0.0,nl
273,0.0,nl
274,0.0,nl
275,0.0,nl
276,0.0,nl
277,0.0,nl
278,0.0,nl
279,0.0,nl
280,0.0,nl
281,0.0,nl
282,0.0,nl
283,0.0,nl
284,0.0,nl
285,0.0,nl
286,0.0,ul
287,0.0,ul
288,0.0,ul
289,0.0,ul
290,0.0,ul
291,0.0,nl
292,0.0,nl
293,0.0,nl
294,0.0,nl
295,0.0,nl
296,0.0,ol
297,0.0,ol
298,0.0,ol
299,0.0,ol
300,0.0,ol
301,0.0,ol
302,0.0,ol
303,0.0,ol
304,0.0,ol
305,0.0,ol
306,0.0,ol
307,0.0,ol
308,0.0,ol
309,0.0,ol
310,0.0,ol
311,0.0,nl
312,0.0,nl
313,0.0,nl
314,0.0,nl
315,0.0,nl
316,0.0,nl
317,0.0,nl
318,0.0,nl
319,0.0,nl
320,0.0,nl
321,0.0,nl
322,0.0,nl
323,0.0,nl
324,0.0,nl
325,0.0,nl
326,0.0,nl
327,0.0,nl
328,0.0,nl
329,0.0,nl
330,0.0,nl
331,0.0,ol
332,0.0,ol
333,0.0,ol
334,0.0,ol
335,0.0,ol
336,0.0,nl
337,0.0,nl
338,0.0,nl
339,0.0,nl
340,0.0,nl
341,0.0,ol
342,0.0,ol
343,0.0,ol
344,0.0,ol
345,0.0,ol
346,0.13333334028720856,ol
347,0.13333334028720856,ol
348,0.13333334028720856,ol
349,0.13333334028720856,ol
350,0.8000000119209291,ol
351,0.8000000119209291,ol
352,0.8000000119209291,ol
353,0.8000000119209291,ol
354,0.8000000119209291,ol
355,0.8000000119209291,ol
356,1.3333333730697632,ol
357,1.3333333730697632,ol
358,1.3333333730697632,ol
359,1.3333333730697632,ol
360,1.3333333730697632,ol
361,1.3333333730697632,ol
362,1.3333333730697632,ol
363,1.3333333730697632,ol
364,1.3333333730697632,ol
365,1.3333333730697632,ol
366,1.3333333730697632,nl
367,1.3333333730697632,nl
368,1.3333333730697632,nl
369,1.3333333730697632,nl
370,1.3333333730697632,nl
371,1.3333333730697632,nl
372,1.3333333730697632,nl
373,1.3333333730697632,nl
374,1.3333333730697632,nl
375,1.3333333730697632,nl
376,1.2000000476837158,nl
377,1.2000000476837158,nl
378,1.2000000476837158,nl
379,1.2000000476837158,nl
380,1.2000000476837158,nl
381,0.5333333611488342,ol
382,0.5333333611488342,ol
383,0.5333333611488342,ol
384,0.5333333611488342,ol
385,0.5333333611488342,ol
386,0.13333334028720856,nl
387,0.13333334028720856,nl
388,0.13333334028720856,nl
389,0.13333334028720856,nl
390,0.13333334028720856,nl
391,0.8000000119209291,ol
392,0.8000000119209291,ol
393,0.8000000119209291,ol
394,0.8000000119209291,ol
395,0.8000000119209291,ol
396,1.3333333730697632,ol
397,1.3333333730697632,ol
398,1.3333333730697632,ol
399,1.3333333730697632,ol
400,1.3333333730697632,ol
401,1.3333333730697632,ol
402,1.3333333730697632,ol
403,1.3333333730697632,ol
404,1.3333333730697632,ol
405,1.3333333730697632,ol
406,1.3333333730697632,ol
407,1.3333333730697632,ol
408,1.3333333730697632,ol
409,1.3333333730697632,ol
410,1.3333333730697632,ol
411,1.3333333730697632,nl
412,1.3333333730697632,nl
413,1.3333333730697632,nl
414,1.3333333730697632,nl
