time,respirationRate
0,17.5
1,17.7
2,17.9
3,18.0
4,18.5
5,18.8
6,19.1
7,19.3
8,19.1
9,19.0
10,18.9
11,18.6
12,18.2
13,17.9
14,17.7
15,17.8
16,18.0
17,18.1
18,18.2
19,18.3
20,18.2
21,18.1
22,17.9
23,17.8
24,17.7
25,17.4
26,17.1
27,16.9
28,16.9
29,16.9
30,17.0
31,17.0
32,17.0
33,17.0
34,16.8
35,16.7
36,16.6
37,16.5
38,16.5
39,16.5
40,16.5
41,16.7
42,16.8
43,17.0
44,17.5
45,18.0
46,18.3
47,18.7
48,19.0
49,19.2
50,19.3
51,19.3
52,19.4
53,19.4
54,19.4
55,19.3
56,19.2
57,19.0
58,19.0
59,19.1
60,19.2
61,19.5
62,19.7
63,19.9
64,20.1
65,20.2
66,20.2
67,20.2
68,20.1
69,20.0
70,20.0
71,19.9
72,19.9
73,19.9
74,19.9
75,19.9
76,19.8
77,19.6
78,19.5
79,19.4
80,19.4
81,19.3
82,19.3
83,19.2
84,19.2
85,18.8
86,18.2
87,17.6
88,17.2
89,16.9
90,16.6
91,16.1
92,15.4
93,14.9
94,14.3
95,14.3
96,14.2
97,14.2
98,14.3
99,14.5
100,14.7
101,15.1
102,15.5
103,15.9
104,16.3
105,16.7
106,17.0
107,17.7
108,18.4
109,18.9
110,19.2
111,19.5
112,19.6
113,19.6
114,19.5
115,19.4
116,19.4
117,19.6
118,19.8
119,19.9
120,20.0
121,20.1
122,20.0
123,19.9
124,19.8
125,19.6
126,19.3
127,19.1
128,19.1
129,19.2
130,19.2
131,19.1
132,19.1
133,19.0
134,19.1
135,19.4
136,19.5
137,19.5
138,19.1
139,18.8
140,18.6
141,18.4
142,18.2
143,18.1
144,18.0
145,17.9
146,17.8
147,17.6
148,17.5
149,17.3
150,17.2
151,16.9
152,16.6
153,16.3
154,16.2
155,16.0
156,16.0
157,16.0
158,16.0
159,16.1
160,16.1
161,16.1
162,16.1
163,16.0
164,16.0
165,16.0
166,16.0
167,16.1
168,16.2
169,16.2
170,16.3
171,16.3
172,16.4
173,16.4
174,16.4
175,16.4
176,16.4
177,16.4
178,16.4
179,16.3
180,16.3
181,16.4
182,16.4
183,16.5
184,16.5
185,16.5
186,16.4
187,16.3
188,16.2
189,16.1
190,15.9
191,15.5
192,15.2
193,15.2
194,15.2
195,15.2
196,15.2
197,15.2
198,15.3
199,15.3
200,15.3
201,15.4
202,15.4
203,15.4
204,15.4
205,15.3
206,15.2
207,15.1
208,15.1
209,15.2
210,15.3
211,15.4
212,15.6
213,15.8
214,16.4
215,17.0
216,17.6
217,18.0
