time,respirationRate
0,12.6
1,12.6
2,12.6
3,12.6
4,12.6
5,12.6
6,12.1
7,11.7
8,11.3
9,11.1
10,10.9
11,11.3
12,11.6
13,11.9
14,12.3
15,12.9
16,13.3
17,13.8
18,14.2
19,14.8
20,15.2
21,15.5
22,15.8
23,16.3
24,16.8
25,17.3
26,17.9
27,18.6
28,19.1
29,19.3
30,19.4
31,19.6
32,20.2
33,20.6
34,20.8
35,20.9
36,20.9
37,21.1
38,21.2
39,21.3
40,21.4
41,21.2
42,21.1
43,21.1
44,20.9
45,21.0
46,21.0
47,21.1
48,20.9
49,20.7
50,20.7
51,20.6
52,20.6
53,20.6
54,20.5
55,20.5
56,20.5
57,20.5
58,20.5
59,20.2
60,19.8
61,19.4
62,19.1
63,18.7
64,18.2
65,17.7
66,17.4
67,17.4
68,17.5
69,17.5
70,17.6
71,17.6
72,17.6
73,17.6
74,17.7
75,17.6
76,17.4
77,17.3
78,17.2
79,17.3
80,17.3
81,17.4
82,17.3
83,17.2
84,17.1
85,17.2
86,17.5
87,17.7
88,18.0
89,18.1
90,18.2
91,18.2
92,18.1
93,18.1
94,18.0
95,18.2
96,18.3
97,18.5
98,18.4
99,18.1
100,17.9
101,17.7
102,17.6
103,17.5
104,17.5
105,17.7
106,17.9
107,18.0
108,17.9
109,17.9
110,17.8
111,17.8
112,17.8
113,17.8
114,17.9
115,18.1
116,18.2
117,18.6
118,19.0
119,19.4
120,19.8
121,20.0
122,20.3
123,20.4
124,20.4
125,20.4
126,20.4
127,20.2
128,20.1
129,20.0
130,19.7
131,19.5
132,19.3
133,19.1
134,19.0
135,18.8
136,18.8
137,18.7
138,18.7
139,19.3
140,19.7
141,20.1
142,20.1
143,19.9
144,19.7
145,19.7
146,19.8
147,19.9
148,20.0
149,20.0
150,20.0
151,19.8
152,19.6
153,19.3
154,19.3
155,19.3
156,19.3
157,19.3
158,19.2
159,19.1
160,19.0
161,19.0
162,18.9
163,18.9
164,18.9
165,18.8
166,18.8
167,18.9
168,18.9
169,18.9
170,19.0
171,18.6
172,18.3
173,18.0
174,17.8
175,17.5
176,17.3
177,17.1
178,17.5
179,17.7
180,17.9
181,17.8
182,17.8
183,17.7
184,17.8
185,18.0
186,18.2
187,18.2
188,18.1
189,18.1
190,18.1
191,18.1
192,18.1
193,18.1
194,18.0
195,18.0
196,17.9
197,17.9
198,17.9
199,17.9
200,18.0
201,18.0
202,18.1
203,18.2
204,18.1
205,18.0
206,18.0
207,18.1
208,18.2
209,18.3
210,18.4
211,18.5
212,18.5
213,18.4
214,18.4
215,18.3
216,18.3
217,18.3
218,18.2
219,18.2
220,18.2
221,18.0
222,17.7
223,17.7
224,17.7
225,17.7
226,17.7
227,17.7
228,17.5
229,17.3
230,17.1
231,17.1
232,17.1
233,17.2
234,17.4
235,17.7
236,17.9
237,18.3
238,19.0
239,19.7
240,20.0
241,20.2
242,20.2
243,20.2
244,20.2
245,20.4
246,20.5
247,20.4
248,20.3
249,20.1
250,20.1
251,19.6
252,19.2
253,18.9
254,18.6
255,18.3
256,18.3
257,18.5
258,18.8
259,19.0
260,19.0
261,19.0
262,19.0
263,18.9
264,18.8
265,18.8
266,18.7
267,18.3
268,18.0
269,17.7
270,17.5
271,17.4
272,17.3
273,17.5
274,17.7
275,17.8
276,17.9
277,17.9
278,18.3
279,18.1
280,17.7
281,17.4
282,17.2
283,17.0
284,16.9
285,16.7
286,16.7
287,16.6
288,16.5
289,16.5
290,16.4
291,16.4
292,16.2
293,16.0
294,15.8
295,15.8
296,15.9
297,15.9
298,15.9
299,16.0
300,16.0
301,16.0
302,16.4
303,16.7
304,16.9
305,17.1
306,17.2
307,17.5
308,17.8
309,18.1
310,18.3
311,18.6
312,18.7
313,18.8
314,18.9
315,18.8
316,18.8
317,18.8
318,18.9
319,19.0
320,19.0
321,18.9
322,18.8
323,18.8
324,18.7
325,18.5
326,18.1
327,17.7
328,17.3
329,17.2
330,17.0
331,16.7
332,16.4
333,16.2
334,16.1
335,16.1
336,16.1
337,16.1
338,16.2
339,16.3
340,16.4
341,16.5
342,16.2
343,16.1
344,15.9
345,15.8
346,15.7
347,15.6
348,15.6
349,15.5
350,15.3
351,15.1
352,14.9
353,14.9
354,14.9
355,15.0
356,15.0
357,15.3
358,15.4
359,15.6
360,16.3
361,16.9
362,17.4
363,17.5
364,17.4
365,17.3
366,17.9
367,18.4
368,18.7
369,19.1
370,19.3
371,19.4
372,19.4
373,19.3
374,19.3
375,19.2
376,19.2
377,19.1
378,18.9
379,18.8
380,18.7
381,18.3
382,17.9
383,17.5
384,17.4
385,17.4
386,17.5
387,17.5
388,17.4
389,17.1
390,16.9
391,16.7
392,16.6
393,16.5
394,16.3
395,16.0
396,15.8
397,15.7
398,15.8
399,15.9
400,15.9
401,16.2
402,16.4
403,16.8
404,17.2
405,17.6
406,17.9
407,18.1
408,18.1
409,18.1
410,18.1
411,18.3
412,18.4
413,18.6
414,18.5
415,18.3
416,18.2
417,18.1
418,17.9
419,17.8
420,18.1
421,18.5
422,18.8
423,18.9
424,19.0
425,19.0
426,19.0
427,18.8
428,18.5
429,18.2
430,17.9
431,17.7
432,17.6
433,17.3
434,16.8
435,16.6
436,16.4
437,16.2
438,15.6
439,15.1
440,14.7
441,14.6
442,14.5
443,14.5
444,14.4
445,14.5
446,14.5
447,14.5
448,14.8
449,14.8
450,15.2
451,15.5
452,16.0
453,16.5
454,17.0
455,17.7
456,18.3
457,18.8
458,19.2
459,19.3
460,19.3
461,19.2
462,19.2
463,18.9
464,18.6
465,18.3
466,18.1
467,17.7
468,17.4
469,17.1
470,17.6
471,17.8
472,18.1
473,18.6
474,18.9
475,19.2
476,19.4
477,19.6
478,19.8
479,19.9
480,20.0
481,20.1
482,20.1
483,20.2
484,20.2
485,20.1
486,20.1
487,19.9
488,19.8
489,19.6
490,19.4
491,19.2
492,19.0
493,18.9
494,18.5
495,18.2
496,18.0
497,18.2
498,18.4
499,18.6
500,18.7
501,18.8
502,18.9
503,19.1
504,19.3
505,19.5
506,19.6
507,19.6
508,19.8
509,20.1
510,20.4
511,21.1
512,21.6
513,22.0
514,22.3
515,22.6
516,22.7
517,22.8
518,22.8
519,22.8
520,22.6
521,22.6
522,22.4
523,22.1
524,21.8
525,21.6
526,21.4
527,21.3
528,21.2
529,21.2
530,21.1
531,21.0
532,20.8
533,20.7
534,20.5
535,20.3
536,20.1
537,20.0
538,19.7
539,19.5
540,19.4
541,19.2
542,18.9
543,18.5
544,18.1
545,17.9
546,17.8
547,17.7
548,17.6
549,17.5
550,17.5
551,17.5
552,17.3
553,17.0
554,16.0
555,16.0
556,16.0
557,16.0
558,16.0
559,15.8
560,15.7
561,15.5
562,15.5
563,15.3
564,15.2
565,15.2
566,15.3
567,15.4
568,15.5
569,15.6
570,15.9
571,16.1
572,16.2
573,16.1
574,15.8
575,15.6
576,15.4
577,15.7
578,15.9
579,16.2
580,16.4
581,16.5
582,16.4
583,16.2
584,16.1
585,16.0
586,16.2
587,16.2
588,16.3
589,16.6
590,16.8
591,17.0
592,17.5
593,17.9
594,18.2
595,18.7
596,18.9
597,18.9
598,18.8
599,18.6
600,18.5
601,18.4
602,17.9
603,17.9
604,17.6
605,17.3
606,17.3
607,17.4
608,17.5
609,17.4
610,17.3
611,17.2
612,17.4
613,17.6
614,17.8
615,17.9
616,18.0
617,18.0
618,18.0
619,18.0
620,18.0
621,18.0
622,17.9
623,17.9
624,17.9
625,17.9
626,17.3
627,16.9
628,16.5
629,16.2
630,16.1
631,16.1
632,16.0
633,16.3
634,16.6
635,16.8
636,17.0
637,17.3
638,17.4
639,17.5
640,17.6
641,17.7
642,17.8
643,17.6
644,17.1
645,16.7
646,16.5
647,16.5
648,16.5
649,16.5
650,16.5
651,16.5
652,16.5
653,16.7
654,17.1
655,17.4
656,17.8
657,18.1
658,18.4
659,18.6
660,18.5
661,18.3
662,18.1
663,17.9
664,17.7
665,17.5
666,17.4
667,17.4
668,17.4
669,17.5
670,17.5
671,17.5
672,17.6
673,17.6
674,17.5
675,17.5
676,17.5
677,17.5
678,17.5
679,17.5
680,17.2
681,17.1
682,17.0
683,17.2
684,17.4
685,17.6
686,17.6
687,17.4
688,17.3
689,17.2
690,17.1
691,17.0
692,16.9
693,16.8
694,16.8
695,16.8
696,16.8
697,16.9
698,16.9
699,17.0
700,16.9
701,16.7
702,16.5
703,16.4
704,16.8
705,17.1
706,17.3
707,17.6
708,17.2
709,16.9
710,16.7
711,16.5
712,16.4
713,15.7
714,15.3
715,15.0
716,15.2
717,15.4
718,15.6
719,15.8
720,16.0
721,16.1
722,16.3
723,16.3
724,16.3
725,16.3
726,16.4
727,16.6
728,16.7
729,16.7
730,16.7
731,17.1
732,17.6
733,17.7
734,17.7
735,17.6
736,17.6
737,17.4
738,17.2
739,17.0
740,17.1
741,17.3
742,17.5
743,17.7
744,17.8
745,17.9
746,18.0
747,18.1
748,18.2
749,18.2
750,18.2
751,18.1
752,18.0
753,17.9
754,17.8
755,17.6
756,17.4
757,17.4
758,17.4
759,17.4
760,17.4
761,17.4
762,17.4
763,17.3
764,17.1
765,17.0
766,16.9
767,17.0
768,17.1
769,17.3
770,17.5
771,17.7
772,17.9
773,17.9
774,17.9
775,17.9
776,17.9
777,17.9
778,17.8
779,17.8
780,17.9
781,17.9
782,17.9
783,18.0
784,18.0
785,18.0
786,18.1
787,18.2
788,18.2
789,18.5
790,18.7
791,18.9
792,18.8
793,18.7
794,18.6
795,18.6
796,18.6
797,18.6
798,18.5
799,18.5
800,18.4
801,18.4
802,18.4
803,18.3
804,18.3
805,18.3
806,17.9
807,17.6
808,17.4
809,17.2
810,17.1
811,17.0
812,17.0
813,17.3
814,17.5
815,17.7
816,17.8
817,18.0
818,17.9
819,17.7
820,17.4
821,17.4
822,17.4
823,17.3
824,17.2
825,17.1
826,17.1
827,17.1
828,17.2
829,17.3
830,17.5
831,17.6
832,17.8
833,17.9
834,18.0
835,18.0
836,18.0
837,17.9
838,18.1
839,18.5
840,18.7
841,19.0
842,19.1
843,19.3
844,19.4
845,19.5
846,19.5
847,19.4
848,19.3
849,19.3
850,19.2
851,19.2
852,18.9
853,18.8
854,18.6
855,18.2
856,17.9
857,17.7
858,17.7
859,17.7
860,17.8
861,18.0
862,18.2
863,18.3
864,18.4
865,18.5
866,18.6
867,18.6
868,18.7
869,18.7
870,18.8
871,18.8
872,18.8
873,18.7
874,18.7
875,18.6
876,18.6
877,18.6
878,18.5
879,18.5
880,18.5
881,18.5
882,18.5
883,18.5
884,18.5
885,18.5
886,18.0
887,18.0
888,15.4
889,13.2
890,10.7
891,9.6
