time,speechWorkload
0.0,0.0
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
21.0,0.0
22.0,0.0
23.0,0.0
24.0,0.0
25.0,0.0
26.0,0.0
27.0,0.0
28.0,0.0
29.0,0.0
30.0,0.0
31.0,0.0
32.0,0.0
33.0,0.0
34.0,0.0
35.0,0.0
36.0,0.5333333611488342
37.0,0.5333333611488342
38.0,0.5333333611488342
39.0,0.5333333611488342
40.0,0.5333333611488342
41.0,1.2000000476837158
42.0,1.2000000476837158
43.0,1.2000000476837158
44.0,1.2000000476837158
45.0,1.2000000476837158
46.0,1.3333333730697632
47.0,1.3333333730697632
48.0,1.3333333730697632
49.0,1.3333333730697632
50.0,1.3333333730697632
51.0,1.6000000238418581
52.0,1.6000000238418581
53.0,1.6000000238418581
54.0,1.6000000238418581
55.0,1.6000000238418581
56.0,2.2666666507720947
57.0,2.2666666507720947
58.0,2.2666666507720947
59.0,2.2666666507720947
60.0,2.2666666507720947
61.0,2.6666667461395264
62.0,2.6666667461395264
63.0,2.6666667461395264
64.0,2.6666667461395264
65.0,2.6666667461395264
66.0,2.6666667461395264
67.0,2.6666667461395264
68.0,2.6666667461395264
69.0,2.6666667461395264
70.0,2.6666667461395264
71.0,2.6666667461395264
72.0,2.6666667461395264
73.0,2.6666667461395264
74.0,2.6666667461395264
75.0,2.6666667461395264
76.0,2.6666667461395264
77.0,2.6666667461395264
78.0,2.6666667461395264
79.0,2.6666667461395264
80.0,2.6666667461395264
81.0,2.933333396911621
82.0,2.933333396911621
83.0,2.933333396911621
84.0,2.933333396911621
85.0,2.933333396911621
86.0,2.933333396911621
87.0,2.933333396911621
88.0,2.933333396911621
89.0,2.933333396911621
90.0,2.933333396911621
91.0,2.6666667461395264
92.0,2.6666667461395264
93.0,2.6666667461395264
94.0,2.6666667461395264
95.0,2.6666667461395264
96.0,2.799999952316284
97.0,2.799999952316284
98.0,2.799999952316284
99.0,2.799999952316284
100.0,2.799999952316284
101.0,2.799999952316284
102.0,2.799999952316284
103.0,2.799999952316284
104.0,2.799999952316284
105.0,2.799999952316284
106.0,2.799999952316284
107.0,2.799999952316284
108.0,2.799999952316284
109.0,2.799999952316284
110.0,2.799999952316284
111.0,2.799999952316284
112.0,2.799999952316284
113.0,2.799999952316284
114.0,2.799999952316284
115.0,2.799999952316284
116.0,2.799999952316284
117.0,2.799999952316284
118.0,2.799999952316284
119.0,2.799999952316284
120.0,2.799999952316284
121.0,2.6666667461395264
122.0,2.6666667461395264
123.0,2.6666667461395264
124.0,2.6666667461395264
125.0,2.0
126.0,2.0
127.0,2.0
128.0,2.0
129.0,2.0
130.0,2.0
131.0,1.6000000238418581
132.0,1.6000000238418581
133.0,1.6000000238418581
134.0,1.6000000238418581
135.0,1.6000000238418581
136.0,2.2666666507720947
137.0,2.2666666507720947
138.0,2.2666666507720947
139.0,2.2666666507720947
140.0,2.2666666507720947
141.0,2.0
142.0,2.0
143.0,2.0
144.0,2.0
145.0,2.0
146.0,1.7333333492279053
147.0,1.7333333492279053
148.0,1.7333333492279053
149.0,1.7333333492279053
150.0,1.7333333492279053
151.0,2.400000095367432
152.0,2.400000095367432
153.0,2.400000095367432
154.0,2.400000095367432
155.0,2.400000095367432
156.0,2.6666667461395264
157.0,2.6666667461395264
158.0,2.6666667461395264
159.0,2.6666667461395264
160.0,2.6666667461395264
161.0,2.799999952316284
162.0,2.799999952316284
163.0,2.799999952316284
164.0,2.799999952316284
165.0,2.799999952316284
